LinkPVID,CalculatedMeanSlope,GivenMeanSlope
586834766,0.0,-0.12137500000000001
711688562,-3.9737577678909675E-7,0.46666666666666656
586834767,0.0,-0.43179999999999996
764758872,0.0,-2.3523
554808815,-0.027414995704657562,2.4518
764758870,-7.65021201607971E-7,-0.16244444444444442
764758869,0.013707563035697748,2.3021875
764758868,0.0,1.8782
781803228,0.0,2.2430000000000003
781803227,0.0,3.4675
554808788,-0.027415427801875673,2.54725
548084540,0.0,2.6153333333333335
548084552,0.02741502663469034,0.9294
548085081,0.027414674673120833,0.6987500000000001
548085080,0.0,0.663
548084580,2.497822107414005E-7,0.7322500000000001
548084581,0.0,0.25366666666666665
764680464,0.0,-1.311
548084936,0.0,1.0995
548085074,0.0,0.36999999999999994
554806707,-3.5948595473490885E-7,0.0354
548084950,0.0,0.069
548084929,0.027415328498824262,-0.06974999999999999
548084964,0.0,-0.31466666666666665
548084967,0.0,-1.7167999999999999
781803224,0.02741535668116826,0.7420000000000002
764754024,0.0,-0.13699999999999998
764754027,-0.02741351323673986,-0.332375
764754026,0.02741409898805824,0.428875
764754028,0.0,-0.985
764754023,0.027414703147518517,-2.404833333333333
764754022,0.0,-2.053
565430458,0.0,-1.1805
565430459,0.0,-0.5935
548028894,0.0,-0.5925
548029530,0.009138297535145288,0.48033333333333333
548029529,-0.015230098057496774,0.8924000000000001
565390068,0.013706868014357977,0.29700000000000004
565390067,0.0,0.3325
565390315,-0.02741441267921328,-2.974875
760095034,0.009138725632369287,-1.14405
760095037,-0.005483024409689727,0.6207666666666664
760095035,0.0,4.4301111111111116
565390271,0.0,2.0775
586810051,0.0,-1.5407777777777778
781485291,0.0,-0.14433333333333334
760095043,-4.2071221409249737E-7,-1.4183571428571426
760095042,0.013706896777455234,-1.2087999999999997
548082838,0.0,0.0695
548082827,-0.027415199847266113,0.8875
548082797,0.0,-0.878875
548082829,0.00913856181522455,-2.1844666666666663
548082834,0.0,-2.71475
760095044,0.0,1.354
760063148,-0.027415192397859632,3.104555555555555
760063147,0.013707505061691206,3.0377142857142854
760063144,0.027414410786155485,2.347214285714286
760063143,0.0,2.335
760063142,0.02741527463801851,2.487076923076923
760063140,0.0,-1.45825
760063139,-0.027414099246530786,1.0068181818181818
565390262,0.0,-0.21939999999999998
760063136,-0.027415146926105687,0.3415
565390257,0.0,-0.23450000000000001
565390255,0.027413405726841908,0.8234999999999999
760114605,-0.009138283634180707,-2.219736842105263
760114604,-0.003426963527259209,-0.6447692307692308
548097276,0.01218445108225228,-0.692590909090909
548083990,0.0,0.4985
760114625,0.027413986300905465,0.5601999999999999
781485293,-0.002741598902717298,3.499235294117647
781485292,0.02741535966263075,4.391500000000001
548084055,0.0,4.7067499999999995
548084101,0.0,4.623
565390278,-0.027415329116290042,4.424333333333333
565390277,0.0,3.5755000000000003
548084014,0.0,2.6332857142857145
548084012,-0.013707653010446283,0.614625
53638655,0.0,1.1882
548084092,0.0,1.1704999999999999
565390276,0.027415279348769986,0.7545555555555555
565390275,-0.027415361505577992,0.11099999999999999
548092384,0.02741439394841796,-0.171375
760108482,0.0,-0.30825
781485285,0.0,-1.3682000000000003
565390747,-0.006853731207805279,-3.290227272727272
565418171,0.0,-3.385571428571428
565418172,0.027415411578036265,-3.05475
565390727,-0.027414527689591114,-1.1675
565390724,0.0,-1.26825
543972349,0.0,1.482
565390288,0.0,1.3283333333333331
565390733,-0.027414982772074298,1.8069230769230769
565390732,0.0,3.446
548082578,-0.009138266810337395,1.7475555555555555
548082579,0.027415338503415272,1.7854285714285716
565390298,-0.0039163459999742726,2.4301724137931027
760114622,-9.418028467586548E-8,1.7166190476190475
760114621,0.0,1.3085
760114616,0.0,0.947
760114618,0.0,0.86
760114617,-0.027414864390392802,1.0298333333333334
760114620,-4.881394423793955E-7,2.13025
760114619,0.027415228145315836,2.332375
565390284,0.0,2.3659999999999997
64992769,0.0,2.407875
565390286,0.0,-1.6480000000000004
565390281,-0.009138150287214352,-1.523727272727273
586810045,0.0,-1.2040000000000002
554804374,0.0,-0.8915
548082570,0.027415017723936116,0.6020000000000001
548082596,0.0,-0.5950000000000001
548082595,0.0,-2.199
565390744,0.02741441691770098,-0.6786
543979150,0.027415003203237948,-0.37433333333333335
543979153,0.027414577820873587,-0.45899999999999996
543979138,0.02741418264575314,-0.47275
586810039,0.0,-0.5175000000000001
762000739,0.0,-0.7686666666666667
762000738,-0.013707322125852402,-0.2836
762000741,0.0,-0.6096666666666666
762000740,0.0,-0.9361666666666667
543974238,0.0,-0.5491111111111111
543971200,0.0,-0.7218
762000758,0.001443005556006142,-1.0883055555555559
762000757,0.009138348323884165,-1.6496666666666666
762000756,-5.670506122244096E-7,-1.2259166666666665
762000727,0.00274149666776407,-2.196941176470588
762000726,0.009137793472939797,-3.0749400000000007
565390483,0.0010966336536391136,-0.55025
565390484,0.013707597072950115,-0.526
543976706,0.0,-0.44599999999999995
53396956,0.027415242476888067,-0.19419999999999998
548096133,0.0,-0.03425000000000001
543971216,2.8608823297339436E-8,-1.2475882352941179
543971237,0.0,-0.81775
543971217,0.0,-0.5074000000000001
586809667,-0.00685391776170218,-0.3631428571428571
548096179,0.0,-0.2782
543974276,0.0,-0.4161
543974277,0.0,1.6728
565418180,0.0,-0.009333333333333341
762000760,0.0,-1.8843333333333334
762000761,0.020561458415226587,-2.8544
762000762,2.1388878557529467E-7,-3.0185
762000763,-0.013706911154469507,-3.8602857142857148
565390481,-0.008224615210839422,-5.106185185185186
762000720,-0.01644915088715271,-2.2424838709677424
762000721,-1.6253981566817047E-7,-2.7351250000000005
762000723,1.2082362311492877E-7,-5.108388888888889
586809670,0.0,-4.8036
565390471,-0.0274146885650656,-3.4624285714285716
565390474,0.013707636180837387,-1.556111111111111
565390473,0.0,-0.9455
762000718,3.0275569013263337E-7,-0.9318750000000001
543976940,0.0,-0.9578000000000001
760305983,0.02741371811258863,0.502
548086033,0.0,-1.594
565390198,0.0,-0.7476666666666667
565390197,0.0,-0.9122666666666667
760305985,1.3922957032945493E-7,-1.3660555555555556
760305986,0.0,-0.8109999999999999
760305984,0.0,-0.17966666666666667
565390185,0.006853796098410428,-0.4036666666666666
760305991,0.0,-1.5402857142857143
760305992,0.027415071117538572,-1.144769230769231
548085183,0.0,-0.50425
53638221,0.0,1.164090909090909
760305989,0.0,1.6461999999999999
760305987,-0.027414175607416852,2.5913999999999997
760305988,0.0,3.34225
760305994,0.013707292568365944,4.642142857142858
760305995,0.018276728679099723,4.10578787878788
760305993,-0.009138482208162213,4.04325
764776140,4.117672716735402E-8,-0.3201764705882354
764776141,-0.027415302539112958,1.8878
548046190,0.027414464808096086,0.8135
548046191,-0.006853884648890699,-1.1216666666666666
565390155,-1.5506920807151214E-7,3.3148999999999993
760305964,0.0,1.7475
760305967,0.0,1.4056666666666666
586809680,-1.1138012673619913E-8,2.5984285714285713
760305968,0.0,0.217
760305969,0.009137641185202694,0.6656666666666666
548097164,0.013707336941035177,3.8444285714285713
760305975,0.0,2.6409999999999996
760305976,0.02741498549366686,0.8188095238095239
760305970,0.0,1.6319999999999997
760305971,0.009138455828551691,2.7231764705882355
760305974,-4.544127995472861E-8,-1.2841891891891897
760305972,0.0,-1.5683333333333334
565390183,0.027414800950631382,-1.4067500000000002
548080391,0.0,-1.2950909090909088
586809674,0.0,0.8553333333333333
760305998,0.0,1.7654999999999998
760305999,0.0,1.5998571428571429
767384247,0.0,-1.8694999999999997
760305996,-0.027414692543591048,-1.5348333333333333
764761162,-0.004984274852610099,2.692039215686275
764761163,0.016449068136862664,4.299166666666666
764761164,0.0,1.148642857142857
764761166,0.0,-4.106
764761167,0.00685349663872106,-3.8979375
764761168,-2.5106477852948617E-7,-3.840875
548053081,0.0,-1.98375
554808748,0.006450379009083476,-0.23864150943396237
554808749,-0.027414554118911288,1.6280000000000001
548045888,0.0,1.7770000000000001
548045886,-0.02741521074467645,3.00725
64993163,0.0,1.6601666666666668
548046315,0.0,2.6496666666666666
764776139,0.0,-0.9536666666666666
548046508,0.02741537178919142,2.093142857142857
764776137,0.0,1.177
554808754,0.0,0.10666666666666667
53394495,0.0,0.2826666666666667
764725771,0.009138435077070283,0.20433333333333328
764725770,-0.02741510307936081,0.07233333333333335
548025863,0.0,-0.26875
548133981,0.013707162701921441,-0.09762500000000002
565380384,0.0,0.8766666666666666
764656996,0.02741432049303085,-0.77175
764656997,0.0,-0.26966666666666667
53638672,-0.027415248965935026,0.00366666666666667
781803255,0.013707381432125087,0.33971428571428575
764761158,-0.027415366620425773,1.2354166666666666
764761159,0.013707683535749592,1.4684666666666668
548030040,0.01370749019200191,0.1610909090909091
548088307,1.1610433330901115E-7,-0.27869999999999995
759936407,0.0,-0.23725
759936406,-3.082740188120603E-9,-0.49016666666666664
548024682,3.350026626589009E-8,-0.21633333333333335
548024683,0.01827648333094249,-0.46387500000000004
548127711,0.004569193749214943,-1.0206923076923078
548091789,0.027414324026393495,-1.37425
548127712,-1.2637302250831373E-7,-1.3324000000000003
548127713,-0.027415356281583873,0.7789999999999999
548024991,0.027414896547712213,-1.0976666666666668
548025233,0.0,-1.4555
764580433,0.0,1.215
548025227,0.009138555151634534,1.3335
548128101,0.0,-1.0446666666666666
548024366,0.0,-2.520666666666667
62005168,0.0,-0.18725
62005186,0.0,-0.0865
706849300,0.0,-1.212
62024756,0.0,-1.8150000000000002
62006076,0.0,-2.199666666666667
78654476,0.0,-2.6122
62006072,0.0,-2.44475
590234862,0.0,-2.15125
78654439,0.0,-1.048714285714286
62005527,0.0,0.11755555555555554
62005136,0.0,0.5568000000000001
62005149,0.0,0.3755
62005148,0.0,0.006749999999999992
567319394,0.027414788239457904,-0.6213333333333333
761986727,0.0,0.25525
761986726,0.0,1.2005
774505576,0.013706669415243155,1.2623529411764707
576448262,0.0,0.422
61791966,4.855889422106935E-7,-0.15433333333333332
761986731,0.0,-1.8096666666666668
756014036,0.02741479948987121,-2.524166666666667
761986723,0.0,-2.5564999999999998
761986725,-2.878490068802808E-7,-0.2783333333333333
761986724,0.0,0.2803333333333333
761986720,-6.47876717389112E-7,-0.03959999999999999
61894217,0.0,1.302
576448273,0.0,-0.8125
61798549,0.0,-1.3079999999999998
550095245,0.0,-1.3875
792608946,-0.009138164393096256,-0.04016666666666668
51810104,0.0,-0.0165
792608939,0.0,-0.038
792608938,0.00685359997135032,-0.1293333333333333
792608934,0.0,0.062
586499625,-0.027414375091068924,0.029249999999999998
586499624,0.027414327791725136,-0.07925
586499621,0.0,0.041999999999999996
792603851,0.0,0.10099999999999999
792603850,0.0,-0.002749999999999999
51810298,0.0,-0.2263333333333333
51810273,0.0,-0.377
51810274,0.0,-0.3725
51810275,0.013707703393832895,-0.193
51810276,0.0,0.054000000000000006
51810277,0.0,0.09000000000000001
51810278,0.0,0.083
554737042,0.02741418247955317,0.1658
554737041,0.027414548347628166,-0.21680000000000002
554737096,0.007832455519199375,-0.056769230769230766
554737095,-0.013706674440100127,-0.009000000000000003
51758466,-0.004217489349941704,0.1455
68097373,0.0,0.06833333333333334
68098141,0.0,-0.126
68100041,0.0,-0.3113333333333333
68100040,0.0,-0.2975
68098138,0.0,-0.2336666666666667
68097371,1.5364372663029258E-8,0.015250000000000001
51758469,0.0,-0.12733333333333333
762784461,0.0,-0.9195
762784462,0.0,-2.5063333333333335
80715285,0.027415483595302742,-0.983
80715310,0.0,0.12433333333333334
80708077,0.027414490953614295,-0.5900000000000001
80708078,-2.85126037601983E-7,-2.943
80708079,0.0,-3.49025
762784472,-0.005483003443308673,-3.3521739130434782
79672835,-0.009138178043939087,-3.7438214285714286
79672836,3.6248575156945517E-7,-2.9621818181818185
80708094,0.0,-2.3222
762784451,0.0,-1.8514000000000004
554725979,0.0,-2.027
80708095,5.5749798211907065E-8,-2.0951666666666666
762784469,-0.006853852718620647,-2.1555238095238094
762784470,5.394713720810462E-7,-2.2201428571428568
762784456,0.00685340914066949,-2.3800588235294113
79654851,4.886738574310418E-9,-0.7142857142857143
51931960,0.0,0.42166666666666663
79942715,0.0,-0.48575
51765454,9.96038837623725E-8,0.21875
67912996,-0.02741549457668761,1.3940000000000001
769172030,-0.02741448374675493,0.5488
769172031,0.0,0.267
572216936,0.0,2.0170000000000003
572246845,0.0,2.065
572246844,-0.02055961101825493,0.48271428571428565
732990610,0.0,0.7685
732990614,-0.027414095181261935,-1.4111999999999998
732990615,0.013707036192088564,-2.454285714285714
769206629,8.173149498875293E-7,-1.9763333333333335
769206630,-0.02055965865571898,-1.0423333333333336
554730583,-0.027414827060115086,-0.27499999999999997
554730588,-0.013707162722109884,-0.391
554730589,0.018276481576409563,-0.21254545454545457
762380643,-0.027413540490003035,0.12133333333333333
762380644,0.027413538590369328,-0.1032
762380646,0.0,-0.3312
762380650,0.0,-0.3025
792528499,0.0,-0.35925
762228005,0.0,-0.22833333333333336
762228007,-0.02741461434539533,0.12966666666666668
762228008,0.0,0.06033333333333333
51931974,0.0,-0.1205
736475879,0.0,-0.3575714285714286
51931970,0.013707421948976952,-0.3025555555555556
762228010,0.010280263520403017,-0.18250000000000002
762504358,0.0,0.09866666666666667
67948781,0.007832710449696509,0.011199999999999998
572246780,0.02741338069897093,-0.01025
572246781,0.00685365785102058,0.24110000000000004
51869129,-0.013706953811600489,0.8562500000000001
67942100,0.0,0.3673333333333333
554712497,0.0,-0.302
722513849,0.016870306408815962,-0.7253333333333334
722513850,0.003915977447263166,-0.39050000000000007
783425120,-0.018276125988964186,-0.056333333333333326
783425121,-0.009137847705131416,-0.07250000000000001
554712535,-0.0013055137387505767,-0.09740000000000001
792662638,-0.027413155184872234,0.314
792662639,0.0,0.1255
792662640,0.027413497830490297,-0.13199999999999998
792662641,-0.004837687139238845,-0.24471428571428572
792802075,-0.01096554042691111,0.0595
792806339,-0.027414867931568658,0.05499999999999999
792806340,-0.018275835721830395,0.026333333333333337
792806333,-0.027414434391209906,0.042666666666666665
792806322,-0.027412744930303407,0.15666666666666665
792806325,0.021931278818555878,0.11299999999999999
51867134,0.011749171559150435,-0.03933333333333334
51867262,-0.027414792280708478,0.042499999999999996
554712543,0.006853846013196552,0.081
554712619,0.0,-0.019000000000000017
724697719,0.0,0.3703333333333334
724697720,0.0,0.651
783424851,0.0,0.6206666666666667
67948800,0.0,-0.032499999999999994
572246789,0.027414198400943997,-0.6046666666666667
572246790,-0.005482978220683181,0.18044444444444446
773079650,0.0,0.5115
783424874,-1.6352539349874518E-7,-0.49939999999999996
554735922,0.02741469033922529,-0.7582000000000001
572246786,0.018275543178562333,0.30483333333333335
723478323,0.0,0.25825000000000004
554729883,-0.027414133945872995,-0.43979999999999997
572231401,-0.027414521411558507,-0.8035
554735932,0.0,-0.11866666666666666
554735931,0.009138176954113444,-0.17060000000000003
554712495,-0.005482458547126097,-0.14485714285714285
572246783,-0.0016122884160229805,0.08833333333333333
797961457,0.004568893838942296,-0.14645454545454548
60115048,0.027412347714086654,0.28150000000000003
51734849,0.0,-0.12
773186875,0.0,-0.46866666666666673
773186876,0.0,-0.6313333333333334
67944677,0.0,-0.7676666666666666
67944675,2.3921707849837437E-7,-0.832
83717773,2.856937432640927E-7,-0.375375
67944706,0.0,0.12566666666666668
51734847,0.0,0.066
727337787,0.0,-0.16166666666666665
727337788,-0.009137682527476133,-0.205
727337789,0.0,-0.0975
51863402,-0.008434740606084639,-0.09983333333333333
51863404,0.0,-0.087
727337790,0.0,-0.078
727337791,0.005482303252876169,-0.06766666666666667
572246797,0.0,-0.0615
67942259,0.02741349724107227,0.062
716318438,-0.002741064036852991,0.51975
554712525,0.0,-0.016333333333333335
554712523,0.0,-0.01075
792654652,0.020559527128081654,-0.16666666666666666
792654653,0.0,-0.54
586506657,0.0,-0.6890000000000001
586506383,0.0,-0.4766250000000001
572236268,0.0,-0.017000000000000005
586494776,0.0,-0.007250000000000001
572246794,0.01370616652936689,-0.14133333333333334
572246795,0.0,-0.075
554712534,0.006527084701138918,0.2028
554712707,-0.009137944423097904,0.3245
67944903,0.0,0.49033333333333334
67944904,0.0,0.575
51734640,0.009138120987377001,0.7729999999999999
773182339,0.0,0.235
773183922,0.0018908806843264388,0.1006842105263158
51734665,-0.0064501925639892455,0.05608333333333334
572247118,0.0,0.02925
773185342,0.0,-0.007666666666666666
83708500,9.452166035010247E-4,-0.04646153846153846
727337780,0.0,-0.04133333333333333
727337781,-0.0027410787739584556,-0.5256
51833449,0.005482944584324236,0.11124999999999999
586501270,0.0,0.119
586501276,0.0,0.13
51834206,0.0,-0.019
554733925,0.004328789463626299,-0.148
586531375,0.0015230345314140698,-0.1376
51834514,-0.002284431219604305,-0.0895
540638216,-0.010965574857502925,-0.13
540638217,0.0,-0.057
554733928,-0.027414471115160457,-0.01
51834508,0.0,-0.007333333333333334
540617279,0.0,0.0395
572226118,-0.003046244270666064,0.036500000000000005
51834498,0.0,0.201
67946748,0.0,-0.24533333333333332
67946749,0.013707473889215505,-0.158
67946747,0.02741437024983212,-0.1195
51932174,0.0,-0.256
51932176,0.0,-0.307
67946751,0.0,-0.262
67946756,0.0,-0.0695
547984535,0.0,0.17124999999999999
554798281,0.0,-0.045
547984532,0.0,0.127
565437698,0.0,0.03233333333333333
565392876,0.0,-0.30040000000000006
565392878,0.0,0.1622
565392879,0.0,-0.06899999999999999
547983509,0.0,-0.04071428571428574
586810468,0.0,-3.18975
565391346,0.0,-3.0997999999999997
779521608,0.0,-2.8426
565400822,0.0,-1.7664000000000002
746824096,0.006853416365831119,-0.8051999999999999
746230819,0.006853855001561413,-0.7518
565391378,0.0,-0.7404999999999999
746230818,0.0,-0.358
746230817,0.0,-0.9928333333333333
746230814,0.0,-0.8460000000000001
746824100,0.0,-0.622
799473685,0.0,-0.34299999999999997
799473684,0.0,-0.27466666666666667
565391352,0.0,-0.603
53547841,0.0,-0.14875
565391351,7.547106834274175E-8,0.36224999999999996
565391350,4.791370548223409E-7,-0.44279999999999997
565391358,-0.003045967461745876,-0.7393333333333333
565391359,0.0,-2.0709999999999997
586810442,0.0,-2.054
586810441,-0.013707579754999288,-1.9165
565391348,-0.0018276383015074066,-2.1235
53672588,0.0034268691498370424,-2.9099000000000004
53672543,0.0,-2.815
565391357,-0.0033230744421080417,-3.0111999999999997
60930209,0.0,-1.1361428571428571
53544907,0.0,-0.38249999999999995
53544841,0.0,-1.9683333333333335
746572831,0.0,1.13825
746572832,0.0,1.1600000000000001
746342785,0.0,-0.0945
746342786,0.00456926189594216,-0.268
746342783,0.02741443941323148,-0.36233333333333334
746342784,0.0,-0.25966666666666666
77301946,1.0755360205748354E-8,0.24485714285714283
77319385,-0.0018277712114039848,0.32842857142857146
565404816,0.0,0.9215000000000001
565444437,-0.003916561932308089,0.8652000000000001
565399919,0.0,1.718
565399920,0.0,2.5275
565399918,-0.00685356762651151,1.2115999999999998
554776790,0.0,-1.3042
586809881,0.0,1.157
779705557,0.0,2.3298
565383822,0.005996883245549992,-0.33805263157894744
565383824,0.0,0.7865
565399984,0.013706559068094655,0.1456666666666667
565399982,2.1182373334018012E-7,-0.9035263157894736
746824097,0.027415035213952863,-0.7219999999999999
746824098,0.0018276492908413826,-0.7477777777777778
586810470,0.0,-0.755
586810471,0.027413817734421815,-0.762
586810475,4.820113489942268E-8,-0.5346363636363636
756568009,0.0,0.05500000000000001
756568010,0.0,0.25266666666666665
703993890,-0.0274133533196195,0.026333333333333327
51810379,0.0,-0.40249999999999997
51810566,-0.009138065649256262,-0.7295000000000001
51810148,0.02741465450471069,0.028333333333333332
51810375,0.0,-0.0795
51810373,0.0,-0.060000000000000005
51810372,0.0,0.2445
762906509,0.0,0.664
51810207,0.0,0.722
51810204,0.0,0.967
51810203,-0.027414949814173018,1.0510000000000002
51810224,0.0,0.279
51810226,0.0,0.27649999999999997
572235103,0.0,0.3145
756568012,8.023540647508765E-8,0.8295999999999999
51958949,2.1595516931094406E-7,1.054125
51958889,0.0,1.1018333333333332
764711059,-0.02741512700456502,1.2959999999999998
764711060,0.0,1.479
51960847,-1.7903858887229526E-7,1.4020000000000001
764711074,0.013707270865824623,0.4285
764711075,0.0,0.21166666666666667
51958721,8.433567882243365E-8,0.8200000000000001
51958694,0.0,0.5645
51958671,2.6768201915200034E-8,0.16359999999999997
764711064,0.0,0.15449999999999997
764711063,0.0,0.39399999999999996
554739123,0.0,0.33299999999999996
586505589,0.0,0.20850000000000002
572225502,-0.027414297788539436,0.17099999999999999
572225501,0.0,0.0246
51958797,0.02741443436934157,-0.11133333333333334
51960833,0.0,-0.15475
572198058,0.0,-0.301
572198057,0.0,0.4296666666666667
764711082,-0.027414340475435547,0.4141428571428572
764711083,-0.009138034444471758,-0.21459999999999999
51959911,0.0,0.202
572198060,0.0,0.36325
572198059,0.0,0.07325
572198061,0.020561153617163326,-0.16385714285714287
586489018,-0.02741463789373216,0.030666666666666665
764711088,0.003916398101493705,0.07825000000000001
764711089,0.0,0.002
572198053,0.02741523374995544,0.020999999999999998
764711070,0.0,-0.0010000000000000009
764711061,-0.006092404289008815,-0.014666666666666666
586488979,0.003916349093141596,-0.04120000000000001
51959196,-0.027414728339495868,-0.2265
51959192,0.0,-0.1495
51959190,0.0,0.01
51959182,0.0,-0.006000000000000001
572198353,0.0,0.045
67911020,-0.027414725233182797,-0.038500000000000006
67911021,0.0,0.0035
764692635,-0.00913785638804338,0.038
764692636,7.526648160404575E-7,0.005499999999999994
764692622,0.0,0.05
764692623,-0.0030459239262979076,-0.007333333333333333
764692648,0.0,-0.009000000000000001
764692649,0.0,-0.021333333333333333
51960742,0.0,-0.041
764692639,9.382495242092615E-8,-0.03266666666666667
792665152,0.0,-0.054
792665153,-0.00391627804303864,0.01933333333333333
764692641,0.0,0.0335
764692642,-0.01370719377684318,0.08650000000000001
764692650,0.0,0.044000000000000004
764692651,0.0,-0.0085
764692633,-0.010965741820410073,-0.041499999999999995
764692634,0.0,-0.097
764692620,0.0,-0.094
764692621,0.0,-0.081
67918492,-0.002741404723945454,-0.07150000000000001
554739337,8.453173840304121E-9,0.062
572232109,0.007832348865013538,0.013000000000000005
67949737,0.0,-0.24533333333333332
51959259,0.0,0.187
51959238,-0.02741524911685487,-0.16233333333333333
586533081,0.0,-0.11925000000000002
586533082,0.006450644878755328,0.197
586493040,-0.02741550853781459,0.494
554740240,-0.027415051420045664,0.3476666666666666
51961419,0.0,0.027500000000000004
51961421,0.006853850903361786,-0.036000000000000004
51959094,2.0858937340058337E-7,0.7964
51959072,0.0,0.09733333333333333
51959046,0.0,1.8205
51959040,0.009138019211795882,2.096714285714286
51959000,1.800639970346111E-8,0.7090000000000001
51961305,2.2386910093532183E-7,0.24333333333333332
51958921,0.0,0.549
51961237,2.725979156414232E-7,-0.02666666666666667
764554678,0.01370721974989772,-0.06328571428571429
764554670,0.018276737241542423,0.06366666666666666
51960050,0.0,0.0615
51960001,0.0,0.051666666666666666
783656440,0.0,-0.01766666666666666
51959889,-0.009138432714797569,-0.0295
783656438,0.0,-0.026500000000000003
783656439,-0.013707263478177426,-0.038
51959686,0.027414705397378187,-0.1355
51959613,0.0,-0.177
51959574,-0.00913813088357022,-0.11518181818181818
51959517,0.0,-0.16333333333333333
51959511,9.968411185043435E-9,0.5703333333333334
51961067,0.013707376006803024,-0.23200000000000007
764554652,0.0,0.5373333333333333
51959414,-0.003046119474055865,0.24420000000000003
51959336,3.551782838282988E-7,-0.19999999999999998
764554662,-0.02741483131777532,-0.01228571428571429
764554663,-0.027414865141882284,-0.11733333333333333
764554664,-2.065764509503326E-7,-0.186
51961208,-0.027415132873036024,-0.06099999999999999
554740265,0.0182767290204139,-0.07033333333333333
554740266,0.0,-0.1125
764554660,0.0,0.0085
792667702,0.0,0.154
554740264,0.0,0.2105
51960549,0.0,-0.03
51960536,0.0,0.017666666666666667
51960941,-0.027415029244456792,0.037
51960456,-0.027415333064488637,-0.183
